CustomerID,Country,InvoiceNo,InvoiceDate,Quantity,UnitPrice,Amount,CumulativeAmount
17850,"United Kingdom",536375,"2010-12-01 09:32:00",6,2.55,15.299999999999999,458.68000000000006
17850,"United Kingdom",536375,"2010-12-01 09:32:00",6,3.39,20.34,479.02000000000004
17850,"United Kingdom",536375,"2010-12-01 09:32:00",8,2.75,22,501.02000000000004
17850,"United Kingdom",536375,"2010-12-01 09:32:00",6,4.95,29.700000000000003,530.72
17850,"United Kingdom",536375,"2010-12-01 09:32:00",6,1.06,6.36,537.08
17850,"United Kingdom",536375,"2010-12-01 09:32:00",6,1.06,6.36,543.44
17850,"United Kingdom",536375,"2010-12-01 09:32:00",6,1.06,6.36,549.8000000000001
17850,"United Kingdom",536375,"2010-12-01 09:32:00",6,1.06,6.36,556.1600000000001
17850,"United Kingdom",536375,"2010-12-01 09:32:00",2,4.95,9.9,566.0600000000001
17850,"United Kingdom",536375,"2010-12-01 09:32:00",4,6.95,27.8,593.86
17850,"United Kingdom",536375,"2010-12-01 09:32:00",6,2.1,12.600000000000001,606.46
17850,"United Kingdom",536375,"2010-12-01 09:32:00",6,2.55,15.299999999999999,621.76
17850,"United Kingdom",536375,"2010-12-01 09:32:00",6,3.39,20.34,642.1
17850,"United Kingdom",536375,"2010-12-01 09:32:00",6,3.39,20.34,662.44
17850,"United Kingdom",536375,"2010-12-01 09:32:00",2,7.65,15.3,677.74
17850,"United Kingdom",536375,"2010-12-01 09:32:00",6,4.25,25.5,703.24
17850,"United Kingdom",536377,"2010-12-01 09:34:00",6,1.85,11.100000000000001,714.34
17850,"United Kingdom",536377,"2010-12-01 09:34:00",6,1.85,11.100000000000001,725.44
14688,"United Kingdom",536378,"2010-12-01 09:37:00",10,1.95,19.5,19.5
14688,"United Kingdom",536378,"2010-12-01 09:37:00",10,1.95,19.5,39
14688,"United Kingdom",536378,"2010-12-01 09:37:00",10,2.95,29.5,68.5
14688,"United Kingdom",536378,"2010-12-01 09:37:00",10,0.85,8.5,77
14688,"United Kingdom",536378,"2010-12-01 09:37:00",12,3.75,45,122
14688,"United Kingdom",536378,"2010-12-01 09:37:00",6,3.75,22.5,144.5
14688,"United Kingdom",536378,"2010-12-01 09:37:00",12,0.85,10.2,154.7
14688,"United Kingdom",536378,"2010-12-01 09:37:00",10,1.65,16.5,171.2
14688,"United Kingdom",536378,"2010-12-01 09:37:00",6,2.55,15.299999999999999,186.5
14688,"United Kingdom",536378,"2010-12-01 09:37:00",6,2.55,15.299999999999999,201.8
14688,"United Kingdom",536378,"2010-12-01 09:37:00",120,0.42,50.4,252.20000000000002
14688,"United Kingdom",536378,"2010-12-01 09:37:00",24,0.55,13.200000000000001,265.40000000000003
14688,"United Kingdom",536378,"2010-12-01 09:37:00",24,0.55,13.200000000000001,278.6
14688,"United Kingdom",536378,"2010-12-01 09:37:00",24,0.55,13.200000000000001,291.8
14688,"United Kingdom",536378,"2010-12-01 09:37:00",6,2.95,17.700000000000003,309.5
14688,"United Kingdom",536378,"2010-12-01 09:37:00",48,1.25,60,369.5
14688,"United Kingdom",536378,"2010-12-01 09:37:00",96,0.38,36.480000000000004,405.98
14688,"United Kingdom",536378,"2010-12-01 09:37:00",10,1.95,19.5,425.48
14688,"United Kingdom",536378,"2010-12-01 09:37:00",10,1.95,19.5,444.98
14527,"United Kingdom",C536379,"2010-12-01 09:41:00",-1,27.5,-27.5,-27.5
15311,"United Kingdom",536381,"2010-12-01 09:41:00",23,4.25,97.75,97.75
15311,"United Kingdom",536381,"2010-12-01 09:41:00",5,4.95,24.75,122.5
15311,"United Kingdom",536381,"2010-12-01 09:41:00",10,1.95,19.5,142
15311,"United Kingdom",536381,"2010-12-01 09:41:00",2,2.1,4.2,146.2
15311,"United Kingdom",536381,"2010-12-01 09:41:00",6,1.25,7.5,153.7
15311,"United Kingdom",536381,"2010-12-01 09:41:00",24,1.25,30,183.7
15311,"United Kingdom",536381,"2010-12-01 09:41:00",24,1.25,30,213.7
15311,"United Kingdom",536381,"2010-12-01 09:41:00",1,1.25,1.25,214.95
15311,"United Kingdom",536381,"2010-12-01 09:41:00",1,0.85,0.85,215.79999999999998
15311,"United Kingdom",536381,"2010-12-01 09:41:00",1,2.55,2.55,218.35
15311,"United Kingdom",536381,"2010-12-01 09:41:00",10,1.65,16.5,234.85
15311,"United Kingdom",536381,"2010-12-01 09:41:00",3,1.69,5.07,239.92
15311,"United Kingdom",536381,"2010-12-01 09:41:00",1,1.95,1.95,241.86999999999998
15311,"United Kingdom",536381,"2010-12-01 09:41:00",2,2.1,4.2,246.06999999999996
15311,"United Kingdom",536381,"2010-12-01 09:41:00",1,2.95,2.95,249.01999999999995
15311,"United Kingdom",536381,"2010-12-01 09:41:00",1,2.95,2.95,251.96999999999994
15311,"United Kingdom",536381,"2010-12-01 09:41:00",4,2.95,11.8,263.7699999999999
15311,"United Kingdom",536381,"2010-12-01 09:41:00",1,2.95,2.95,266.7199999999999
15311,"United Kingdom",536381,"2010-12-01 09:41:00",6,0.85,5.1,271.81999999999994
15311,"United Kingdom",536381,"2010-12-01 09:41:00",3,1.25,3.75,275.56999999999994
15311,"United Kingdom",536381,"2010-12-01 09:41:00",2,2.55,5.1,280.66999999999996
15311,"United Kingdom",536381,"2010-12-01 09:41:00",1,0.85,0.85,281.52
15311,"United Kingdom",536381,"2010-12-01 09:41:00",1,0.85,0.85,282.37
15311,"United Kingdom",536381,"2010-12-01 09:41:00",1,1.45,1.45,283.82
15311,"United Kingdom",536381,"2010-12-01 09:41:00",1,4.95,4.95,288.77
15311,"United Kingdom",536381,"2010-12-01 09:41:00",2,2.95,5.9,294.66999999999996
15311,"United Kingdom",536381,"2010-12-01 09:41:00",2,5.95,11.9,306.56999999999994
15311,"United Kingdom",536381,"2010-12-01 09:41:00",2,5.95,11.9,318.4699999999999
15311,"United Kingdom",536381,"2010-12-01 09:41:00",4,1.45,5.8,324.2699999999999
15311,"United Kingdom",536381,"2010-12-01 09:41:00",1,2.95,2.95,327.2199999999999
15311,"United Kingdom",536381,"2010-12-01 09:41:00",1,1.95,1.95,329.1699999999999
15311,"United Kingdom",536381,"2010-12-01 09:41:00",2,1.65,3.3,332.4699999999999
15311,"United Kingdom",536381,"2010-12-01 09:41:00",3,3.95,11.850000000000001,344.31999999999994
15311,"United Kingdom",536381,"2010-12-01 09:41:00",36,1.06,38.160000000000004,382.47999999999996
15311,"United Kingdom",536381,"2010-12-01 09:41:00",10,6.75,67.5,449.97999999999996
17809,"United Kingdom",536380,"2010-12-01 09:41:00",24,1.45,34.8,34.8
16098,"United Kingdom",536382,"2010-12-01 09:45:00",12,0.85,10.2,10.2
16098,"United Kingdom",536382,"2010-12-01 09:45:00",8,3.75,30,40.2
16098,"United Kingdom",536382,"2010-12-01 09:45:00",12,1.65,19.799999999999997,60
16098,"United Kingdom",536382,"2010-12-01 09:45:00",10,1.95,19.5,79.5
16098,"United Kingdom",536382,"2010-12-01 09:45:00",10,2.1,21,100.5
16098,"United Kingdom",536382,"2010-12-01 09:45:00",50,1.85,92.5,193
16098,"United Kingdom",536382,"2010-12-01 09:45:00",8,2.95,23.6,216.6
16098,"United Kingdom",536382,"2010-12-01 09:45:00",4,3.75,15,231.6
16098,"United Kingdom",536382,"2010-12-01 09:45:00",12,5.95,71.4,303
16098,"United Kingdom",536382,"2010-12-01 09:45:00",2,14.95,29.9,332.9
16098,"United Kingdom",536382,"2010-12-01 09:45:00",2,14.95,29.9,362.79999999999995
16098,"United Kingdom",536382,"2010-12-01 09:45:00",4,16.95,67.8,430.59999999999997
15311,"United Kingdom",C536383,"2010-12-01 09:49:00",-1,4.65,-4.65,445.33
18074,"United Kingdom",536384,"2010-12-01 09:53:00",3,6.45,19.35,19.35
18074,"United Kingdom",536384,"2010-12-01 09:53:00",48,0.65,31.200000000000003,50.550000000000004
18074,"United Kingdom",536384,"2010-12-01 09:53:00",12,1.65,19.799999999999997,70.35
18074,"United Kingdom",536384,"2010-12-01 09:53:00",6,2.95,17.700000000000003,88.05
18074,"United Kingdom",536384,"2010-12-01 09:53:00",12,2.95,35.400000000000006,123.45
18074,"United Kingdom",536384,"2010-12-01 09:53:00",40,1.45,58,181.45
18074,"United Kingdom",536384,"2010-12-01 09:53:00",40,2.55,102,283.45
18074,"United Kingdom",536384,"2010-12-01 09:53:00",6,2.95,17.700000000000003,301.15
18074,"United Kingdom",536384,"2010-12-01 09:53:00",2,12.75,25.5,326.65
18074,"United Kingdom",536384,"2010-12-01 09:53:00",4,3.95,15.8,342.45
18074,"United Kingdom",536384,"2010-12-01 09:53:00",3,5.95,17.85,360.3
18074,"United Kingdom",536384,"2010-12-01 09:53:00",6,6.95,41.7,402
18074,"United Kingdom",536384,"2010-12-01 09:53:00",8,10.95,87.6,489.6
17420,"United Kingdom",536385,"2010-12-01 09:56:00",1,19.95,19.95,19.95
17420,"United Kingdom",536385,"2010-12-01 09:56:00",12,1.45,17.4,37.349999999999994
17420,"United Kingdom",536385,"2010-12-01 09:56:00",6,4.25,25.5,62.849999999999994
17420,"United Kingdom",536385,"2010-12-01 09:56:00",10,1.95,19.5,82.35
17420,"United Kingdom",536385,"2010-12-01 09:56:00",12,1.25,15,97.35
17420,"United Kingdom",536385,"2010-12-01 09:56:00",2,8.5,17,114.35
17420,"United Kingdom",536385,"2010-12-01 09:56:00",10,1.65,16.5,130.85
16029,"United Kingdom",536386,"2010-12-01 09:57:00",36,4.95,178.20000000000002,178.20000000000002
16029,"United Kingdom",536386,"2010-12-01 09:57:00",100,1.65,165,343.20000000000005
16029,"United Kingdom",536386,"2010-12-01 09:57:00",100,1.65,165,508.20000000000005
16029,"United Kingdom",536387,"2010-12-01 09:58:00",192,3.82,733.4399999999999,1241.6399999999999
16029,"United Kingdom",536387,"2010-12-01 09:58:00",192,3.37,647.04,1888.6799999999998
16029,"United Kingdom",536387,"2010-12-01 09:58:00",192,3.37,647.04,2535.72
16029,"United Kingdom",536387,"2010-12-01 09:58:00",432,1.45,626.4,3162.12
16029,"United Kingdom",536387,"2010-12-01 09:58:00",432,1.25,540,3702.12
16250,"United Kingdom",536388,"2010-12-01 09:59:00",3,5.95,17.85,17.85
16250,"United Kingdom",536388,"2010-12-01 09:59:00",3,5.95,17.85,35.7
16250,"United Kingdom",536388,"2010-12-01 09:59:00",2,7.95,15.9,51.6
16250,"United Kingdom",536388,"2010-12-01 09:59:00",3,4.95,14.850000000000001,66.45
16250,"United Kingdom",536388,"2010-12-01 09:59:00",3,4.25,12.75,79.2
16250,"United Kingdom",536388,"2010-12-01 09:59:00",6,2.95,17.700000000000003,96.9
16250,"United Kingdom",536388,"2010-12-01 09:59:00",12,1.65,19.799999999999997,116.7
16250,"United Kingdom",536388,"2010-12-01 09:59:00",12,0.42,5.04,121.74000000000001
16250,"United Kingdom",536388,"2010-12-01 09:59:00",12,0.85,10.2,131.94
16250,"United Kingdom",536388,"2010-12-01 09:59:00",12,1.45,17.4,149.34
16250,"United Kingdom",536388,"2010-12-01 09:59:00",12,0.85,10.2,159.54
16250,"United Kingdom",536388,"2010-12-01 09:59:00",4,6.75,27,186.54
16250,"United Kingdom",536388,"2010-12-01 09:59:00",12,1.65,19.799999999999997,206.33999999999997
16250,"United Kingdom",536388,"2010-12-01 09:59:00",12,1.65,19.799999999999997,226.14
12431,Australia,536389,"2010-12-01 10:03:00",6,8.5,51,51
12431,Australia,536389,"2010-12-01 10:03:00",8,4.95,39.6,90.6
12431,Australia,536389,"2010-12-01 10:03:00",12,1.25,15,105.6
12431,Australia,536389,"2010-12-01 10:03:00",6,5.45,32.7,138.3
12431,Australia,536389,"2010-12-01 10:03:00",4,6.35,25.4,163.70000000000002
12431,Australia,536389,"2010-12-01 10:03:00",6,5.95,35.7,199.40000000000003
12431,Australia,536389,"2010-12-01 10:03:00",3,5.95,17.85,217.25000000000003
12431,Australia,536389,"2010-12-01 10:03:00",2,8.5,17,234.25000000000003
12431,Australia,536389,"2010-12-01 10:03:00",4,3.75,15,249.25000000000003
12431,Australia,536389,"2010-12-01 10:03:00",4,3.75,15,264.25
12431,Australia,536389,"2010-12-01 10:03:00",2,8.5,17,281.25
12431,Australia,536389,"2010-12-01 10:03:00",2,8.5,17,298.25
12431,Australia,536389,"2010-12-01 10:03:00",24,1.65,39.599999999999994,337.85
12431,Australia,536389,"2010-12-01 10:03:00",24,0.85,20.4,358.25
17511,"United Kingdom",536390,"2010-12-01 10:19:00",2,8.5,17,17
17511,"United Kingdom",536390,"2010-12-01 10:19:00",12,3.75,45,62
17511,"United Kingdom",536390,"2010-12-01 10:19:00",12,1.45,17.4,79.4
17511,"United Kingdom",536390,"2010-12-01 10:19:00",48,0.72,34.56,113.96000000000001
17511,"United Kingdom",536390,"2010-12-01 10:19:00",48,0.72,34.56,148.52
17511,"United Kingdom",536390,"2010-12-01 10:19:00",8,8.5,68,216.52
17511,"United Kingdom",536390,"2010-12-01 10:19:00",144,0.64,92.16,308.68
17511,"United Kingdom",536390,"2010-12-01 10:19:00",40,2.55,102,410.68
17511,"United Kingdom",536390,"2010-12-01 10:19:00",288,0.1,28.8,439.48
17511,"United Kingdom",536390,"2010-12-01 10:19:00",64,2.55,163.2,602.6800000000001
17511,"United Kingdom",536390,"2010-12-01 10:19:00",100,0.72,72,674.6800000000001
17511,"United Kingdom",536390,"2010-12-01 10:19:00",50,1.45,72.5,747.1800000000001
17511,"United Kingdom",536390,"2010-12-01 10:19:00",12,4.25,51,798.1800000000001
17511,"United Kingdom",536390,"2010-12-01 10:19:00",96,0.64,61.44,859.6200000000001
17511,"United Kingdom",536390,"2010-12-01 10:19:00",96,0.64,61.44,921.0600000000002
17511,"United Kingdom",536390,"2010-12-01 10:19:00",48,0.65,31.200000000000003,952.2600000000002
17511,"United Kingdom",536390,"2010-12-01 10:19:00",144,0.32,46.08,998.3400000000003
17511,"United Kingdom",536390,"2010-12-01 10:19:00",40,4.95,198,1196.3400000000001
17511,"United Kingdom",536390,"2010-12-01 10:19:00",24,4.25,102,1298.3400000000001
17511,"United Kingdom",536390,"2010-12-01 10:19:00",24,3.39,81.36,1379.7
17511,"United Kingdom",536390,"2010-12-01 10:19:00",24,3.75,90,1469.7
17511,"United Kingdom",536390,"2010-12-01 10:19:00",48,1.48,71.03999999999999,1540.74
17511,"United Kingdom",536390,"2010-12-01 10:19:00",96,1.25,120,1660.74
17511,"United Kingdom",536390,"2010-12-01 10:19:00",100,1.65,165,1825.74
17548,"United Kingdom",C536391,"2010-12-01 10:24:00",-12,1.65,-19.799999999999997,-19.799999999999997
17548,"United Kingdom",C536391,"2010-12-01 10:24:00",-24,0.29,-6.959999999999999,-26.759999999999998
17548,"United Kingdom",C536391,"2010-12-01 10:24:00",-24,0.29,-6.959999999999999,-33.72
17548,"United Kingdom",C536391,"2010-12-01 10:24:00",-24,0.29,-6.959999999999999,-40.68
17548,"United Kingdom",C536391,"2010-12-01 10:24:00",-12,3.45,-41.400000000000006,-82.08000000000001
17548,"United Kingdom",C536391,"2010-12-01 10:24:00",-12,1.65,-19.799999999999997,-101.88000000000001
17548,"United Kingdom",C536391,"2010-12-01 10:24:00",-24,1.65,-39.599999999999994,-141.48000000000002
13705,"United Kingdom",536392,"2010-12-01 10:29:00",6,1.95,11.7,11.7
13705,"United Kingdom",536392,"2010-12-01 10:29:00",4,3.75,15,26.7
13705,"United Kingdom",536392,"2010-12-01 10:29:00",12,1.25,15,41.7
13705,"United Kingdom",536392,"2010-12-01 10:29:00",12,1.25,15,56.7
13705,"United Kingdom",536392,"2010-12-01 10:29:00",1,165,165,221.7
13705,"United Kingdom",536392,"2010-12-01 10:29:00",12,1.25,15,236.7
13705,"United Kingdom",536392,"2010-12-01 10:29:00",12,1.25,15,251.7
13705,"United Kingdom",536392,"2010-12-01 10:29:00",4,5.95,23.8,275.5
13705,"United Kingdom",536392,"2010-12-01 10:29:00",16,1.69,27.04,302.54
13705,"United Kingdom",536392,"2010-12-01 10:29:00",24,0.65,15.600000000000001,318.14000000000004
13747,"United Kingdom",536393,"2010-12-01 10:37:00",8,9.95,79.6,79.6
13408,"United Kingdom",536394,"2010-12-01 10:39:00",24,0.42,10.08,10.08
13408,"United Kingdom",536394,"2010-12-01 10:39:00",96,1.85,177.60000000000002,187.68000000000004
13408,"United Kingdom",536394,"2010-12-01 10:39:00",96,1.85,177.60000000000002,365.2800000000001
13408,"United Kingdom",536394,"2010-12-01 10:39:00",96,1.85,177.60000000000002,542.8800000000001
13408,"United Kingdom",536394,"2010-12-01 10:39:00",96,1.85,177.60000000000002,720.4800000000001
13408,"United Kingdom",536394,"2010-12-01 10:39:00",12,4.95,59.400000000000006,779.8800000000001
13408,"United Kingdom",536394,"2010-12-01 10:39:00",12,3.75,45,824.8800000000001
13408,"United Kingdom",536394,"2010-12-01 10:39:00",48,1.25,60,884.8800000000001
13408,"United Kingdom",536394,"2010-12-01 10:39:00",12,2.1,25.200000000000003,910.0800000000002
13408,"United Kingdom",536394,"2010-12-01 10:39:00",32,2.55,81.6,991.6800000000002
13408,"United Kingdom",536394,"2010-12-01 10:39:00",20,1.65,33,1024.6800000000003
13767,"United Kingdom",536395,"2010-12-01 10:47:00",8,3.95,31.6,31.6
13767,"United Kingdom",536395,"2010-12-01 10:47:00",32,1.69,54.08,85.68
13767,"United Kingdom",536395,"2010-12-01 10:47:00",24,0.55,13.200000000000001,98.88000000000001
13767,"United Kingdom",536395,"2010-12-01 10:47:00",24,0.55,13.200000000000001,112.08000000000001
13767,"United Kingdom",536395,"2010-12-01 10:47:00",24,0.55,13.200000000000001,125.28000000000002
13767,"United Kingdom",536395,"2010-12-01 10:47:00",8,3.45,27.6,152.88000000000002
13767,"United Kingdom",536395,"2010-12-01 10:47:00",8,2.1,16.8,169.68000000000004
13767,"United Kingdom",536395,"2010-12-01 10:47:00",4,3.75,15,184.68000000000004
13767,"United Kingdom",536395,"2010-12-01 10:47:00",8,3.75,30,214.68000000000004
13767,"United Kingdom",536395,"2010-12-01 10:47:00",8,3.75,30,244.68000000000004
13767,"United Kingdom",536395,"2010-12-01 10:47:00",8,3.75,30,274.68000000000006
13767,"United Kingdom",536395,"2010-12-01 10:47:00",8,3.95,31.6,306.2800000000001
13767,"United Kingdom",536395,"2010-12-01 10:47:00",48,2.1,100.80000000000001,407.0800000000001
13767,"United Kingdom",536395,"2010-12-01 10:47:00",48,2.1,100.80000000000001,507.8800000000001
17850,"United Kingdom",536396,"2010-12-01 10:51:00",6,2.55,15.299999999999999,740.74
17850,"United Kingdom",536396,"2010-12-01 10:51:00",6,3.39,20.34,761.08
17850,"United Kingdom",536396,"2010-12-01 10:51:00",8,2.75,22,783.08
17850,"United Kingdom",536396,"2010-12-01 10:51:00",6,4.95,29.700000000000003,812.7800000000001
17850,"United Kingdom",536396,"2010-12-01 10:51:00",6,4.95,29.700000000000003,842.4800000000001
17850,"United Kingdom",536396,"2010-12-01 10:51:00",6,1.06,6.36,848.8400000000001
17850,"United Kingdom",536396,"2010-12-01 10:51:00",6,1.06,6.36,855.2000000000002
17850,"United Kingdom",536396,"2010-12-01 10:51:00",6,1.06,6.36,861.5600000000002
17850,"United Kingdom",536396,"2010-12-01 10:51:00",6,1.06,6.36,867.9200000000002
17850,"United Kingdom",536396,"2010-12-01 10:51:00",2,4.95,9.9,877.8200000000002
17850,"United Kingdom",536396,"2010-12-01 10:51:00",4,6.95,27.8,905.6200000000001
17850,"United Kingdom",536396,"2010-12-01 10:51:00",6,2.1,12.600000000000001,918.2200000000001
17850,"United Kingdom",536396,"2010-12-01 10:51:00",12,2.55,30.599999999999998,948.8200000000002
17850,"United Kingdom",536396,"2010-12-01 10:51:00",6,3.39,20.34,969.1600000000002
17850,"United Kingdom",536396,"2010-12-01 10:51:00",6,3.39,20.34,989.5000000000002
17850,"United Kingdom",536396,"2010-12-01 10:51:00",2,7.65,15.3,1004.8000000000002
17850,"United Kingdom",536396,"2010-12-01 10:51:00",2,35.75,71.5,1076.3000000000002
17850,"United Kingdom",536396,"2010-12-01 10:51:00",6,4.25,25.5,1101.8000000000002
17924,"United Kingdom",536397,"2010-12-01 10:51:00",12,4.65,55.800000000000004,55.800000000000004
17924,"United Kingdom",536397,"2010-12-01 10:51:00",48,4.65,223.20000000000002,279
13448,"United Kingdom",536398,"2010-12-01 10:52:00",24,0.29,6.959999999999999,6.959999999999999
13448,"United Kingdom",536398,"2010-12-01 10:52:00",6,2.95,17.700000000000003,24.660000000000004
13448,"United Kingdom",536398,"2010-12-01 10:52:00",4,6.75,27,51.660000000000004
13448,"United Kingdom",536398,"2010-12-01 10:52:00",8,2.55,20.4,72.06
13448,"United Kingdom",536398,"2010-12-01 10:52:00",6,8.5,51,123.06
13448,"United Kingdom",536398,"2010-12-01 10:52:00",2,7.95,15.9,138.96
13448,"United Kingdom",536398,"2010-12-01 10:52:00",12,2.1,25.200000000000003,164.16000000000003
13448,"United Kingdom",536398,"2010-12-01 10:52:00",12,2.1,25.200000000000003,189.36
13448,"United Kingdom",536398,"2010-12-01 10:52:00",12,2.1,25.200000000000003,214.56
13448,"United Kingdom",536398,"2010-12-01 10:52:00",12,1.25,15,229.56
13448,"United Kingdom",536398,"2010-12-01 10:52:00",12,1.65,19.799999999999997,249.36
13448,"United Kingdom",536398,"2010-12-01 10:52:00",6,3.35,20.1,269.46000000000004
13448,"United Kingdom",536398,"2010-12-01 10:52:00",4,3.95,15.8,285.26000000000005
13448,"United Kingdom",536398,"2010-12-01 10:52:00",8,4.65,37.2,322.46000000000004
13448,"United Kingdom",536398,"2010-12-01 10:52:00",9,4.95,44.550000000000004,367.01000000000005
13448,"United Kingdom",536398,"2010-12-01 10:52:00",4,3.75,15,382.01000000000005
13448,"United Kingdom",536398,"2010-12-01 10:52:00",9,4.95,44.550000000000004,426.56000000000006
17850,"United Kingdom",536399,"2010-12-01 10:52:00",6,1.85,11.100000000000001,1112.9
